time,L(0;0)(1;0),L(0;0)(0;1),L(0;1)(1;1),L(0;1)(0;2),L(0;2)(1;2),L(0;2)(0;3),L(0;3)(1;3),L(1;0)(2;0),L(1;0)(1;1),L(1;1)(2;1),L(1;1)(1;2),L(1;2)(2;2),L(1;2)(1;3),L(1;3)(2;3),L(2;0)(3;0),L(2;0)(2;1),L(2;1)(3;1),L(2;1)(2;2),L(2;2)(3;2),L(2;2)(2;3),L(2;3)(3;3),L(3;0)(3;1),L(3;1)(3;2),L(3;2)(3;3)
0.774110911,1999.16205,61104.3431,105733.866,146103.001,178499.585,200000.0,200000.0,1999.4001,185017.087,91911.2069,200000.0,163412.289,200000.0,192576.516,1999.20137,200000.069,97539.2421,200000.0,174625.407,200000.0,200000.0,157657.23,176116.245,200000.0
0.776110911,1999.1643,60107.2324,104413.135,145525.93,178141.401,200000.0,200000.0,1999.4001,185017.087,90825.9606,200000.0,163059.201,200000.0,192539.856,1999.20188,200000.069,96762.6519,200000.0,174487.819,200000.0,200000.0,160353.149,176672.881,200000.0
0.778110911,1999.16637,59129.0456,103100.688,144958.261,177788.007,200000.0,200000.0,1999.4001,185017.087,89754.034,200000.0,162714.037,200000.0,192508.378,1999.20238,200000.069,96002.4994,200000.0,174358.272,200000.0,200000.0,163085.508,177221.633,200000.0
0.780110911,1999.16829,58169.8191,101797.074,144400.201,177439.651,200000.0,200000.0,1999.4001,185017.087,88695.6753,200000.0,162376.925,200000.0,192482.162,1999.20287,200000.069,95258.8361,200000.0,174236.793,200000.0,200000.0,165853.638,177762.262,200000.0
0.782110911,1999.17007,57229.5752,100502.831,143851.945,177096.577,200000.0,200000.0,1999.4001,185017.087,87651.1207,200000.0,162047.984,200000.0,192461.285,1999.20335,200000.069,94531.7002,200000.0,174123.409,200000.0,200000.0,168656.822,178294.539,200000.0
0.784110911,1999.17174,56308.3229,99218.4925,143313.681,176759.024,200000.0,200000.0,1999.4001,185017.087,86620.5945,200000.0,161727.326,200000.0,192445.819,1999.20382,200000.069,93821.1169,200000.0,174018.136,200000.0,200000.0,171494.3,178818.241,200000.0
0.786110911,1999.17331,55406.0575,97944.5783,142785.589,176427.226,200000.0,200000.0,1999.4001,185017.087,85604.3091,200000.0,161415.06,200000.0,192435.833,1999.20429,200000.069,93127.099,200000.0,173920.99,200000.0,200000.0,174365.269,179333.156,200000.0
0.788110911,1999.17479,54522.7616,96681.5998,142267.84,176101.41,200000.0,200000.0,1999.4001,185017.087,84602.4651,200000.0,161111.286,200000.0,192431.393,1999.20474,200000.069,92449.6472,200000.0,173831.979,200000.0,200000.0,177268.885,179839.079,200000.0
0.790110911,1999.17618,53658.4056,95430.0573,141760.595,175781.797,200000.0,200000.0,1999.4001,185017.087,83615.2513,200000.0,160816.098,200000.0,192432.558,1999.20519,200000.069,91788.7508,200000.0,173751.107,200000.0,200000.0,180204.257,180335.813,200000.0
0.792110911,1999.17751,52812.9475,94190.4394,141264.007,175468.603,200000.0,200000.0,1999.4001,185017.087,82642.8453,200000.0,160529.586,200000.0,192434.549,1999.20563,200000.069,91144.3883,200000.0,173678.373,200000.0,200000.0,183170.459,180823.172,200000.0
0.794110911,1999.17877,51986.3336,92963.2229,140778.22,175162.036,200000.0,200000.0,1999.4001,185017.087,81685.4137,200000.0,160251.836,200000.0,192434.549,1999.20606,200000.069,90516.5277,200000.0,173613.773,200000.0,200000.0,186166.521,181300.979,200000.0
0.796110911,1999.17997,51178.4994,91748.8718,140303.369,174862.3,200000.0,200000.0,1999.4001,185017.087,80743.1114,200000.0,159982.928,200000.0,192434.549,1999.20648,200000.069,89905.1273,200000.0,173557.3,200000.0,200000.0,189191.434,181769.063,200000.0
0.798110911,1999.18112,50389.3696,90547.8371,139839.579,174569.59,200000.0,200000.0,1999.4001,185017.087,79816.0825,200000.0,159722.934,200000.0,192434.549,1999.2069,200000.069,89310.1361,200000.0,173508.939,200000.0,200000.0,192244.15,182227.264,200000.0
0.800110911,1999.18222,49618.8591,89360.5558,139386.969,174284.096,200000.0,200000.0,1999.4001,185017.087,78904.4598,200000.0,159471.924,200000.0,192434.549,1999.20731,200000.069,88731.4941,200000.0,173468.675,200000.0,200000.0,195323.585,182675.431,200000.0
0.802110911,1999.18328,48866.873,88187.4511,138945.648,174005.998,200000.0,200000.0,1999.4001,185017.087,78008.3657,200000.0,159229.957,200000.0,192434.549,1999.20772,200000.069,88169.133,200000.0,173436.488,200000.0,200000.0,198428.616,183113.418,200000.0
0.802360911,1999.18341,48774.3128,88041.9383,138891.366,173971.82,200000.0,200000.0,1999.4001,185017.087,77897.5661,200000.0,159200.416,200000.0,192434.549,1999.20777,200000.069,88100.0916,200000.0,173433.089,200000.0,200000.0,198818.662,183167.372,200000.0
0.802860911,1999.18366,48589.7682,87751.3756,138783.158,173903.704,200000.0,200000.0,1999.4001,185017.087,77676.4563,200000.0,159141.62,200000.0,192434.549,1999.20787,200000.069,87962.5115,200000.0,173426.54,200000.0,200000.0,199599.51,183274.955,200000.0
0.803860911,1999.18417,48223.8172,87172.672,138568.574,173768.657,200000.0,200000.0,1999.4001,185017.087,77236.667,200000.0,159025.402,200000.0,192434.549,1999.20807,200000.069,87689.2963,200000.0,173414.537,200000.0,200000.0,200001.188,183488.812,200000.0
0.805860911,1999.18515,47503.3974,86023.875,138145.724,173502.528,200000.0,200000.0,1999.4001,185017.087,76365.1675,200000.0,158797.397,200000.0,192434.549,1999.20846,200000.069,87147.0898,200000.0,173393.556,200000.0,200000.0,200001.481,183913.35,200000.0
0.807860911,1999.18609,46798.0144,84886.5671,137731.142,173241.613,200000.0,200000.0,1999.4001,185017.087,75504.1375,200000.0,158575.094,200000.0,192434.549,1999.20885,200000.069,86609.6486,200000.0,173376.294,200000.0,200000.0,200001.539,184334.066,200000.0
0.809860911,1999.187,46107.6626,83761.1542,137324.986,172986.108,200000.0,200000.0,1999.4001,185017.087,74653.7914,200000.0,158358.624,200000.0,192434.549,1999.20923,200000.069,86077.1533,200000.0,173362.843,200000.0,200000.0,200001.527,184750.739,200000.0
0.811860911,1999.18788,45432.3179,82648.01,136927.407,172736.195,200000.0,200000.0,1999.4001,185017.087,73814.3339,200000.0,158148.113,200000.0,192434.549,1999.20961,200000.069,85549.7909,200000.0,173353.296,200000.0,200000.0,200001.49,185163.153,200000.0
0.813860911,1999.18874,44771.9681,81547.5474,136538.562,172492.072,200000.0,200000.0,1999.4001,185017.087,72985.9741,200000.0,157943.689,200000.0,192434.549,1999.20998,200000.069,85027.7356,200000.0,173347.74,200000.0,200000.0,200001.426,185571.082,200000.0
0.815860911,1999.18956,44126.5854,80460.1463,136158.594,172253.924,200000.0,200000.0,1999.4001,185017.087,72168.9119,200000.0,157745.475,200000.0,192434.549,1999.21034,200000.069,84511.1675,200000.0,173346.262,200000.0,200000.0,200001.31,185974.306,200000.0
0.817860911,1999.19036,43496.1361,79386.1774,135787.645,172021.931,200000.0,200000.0,1999.4001,185017.087,71363.3424,200000.0,157553.59,200000.0,192434.549,1999.2107,200000.069,84000.2667,200000.0,173346.554,200000.0,200000.0,200001.175,186372.608,200000.0
0.819860911,1999.19113,42880.5829,78326.023,135425.85,171796.279,200000.0,200000.0,1999.4001,185017.087,70569.4585,200000.0,157368.153,200000.0,192434.549,1999.21106,200000.069,83495.2088,200000.0,173346.554,200000.0,200000.0,200001.212,186765.767,200000.0
0.821860911,1999.19189,42279.8784,77280.0127,135073.335,171577.131,200000.0,200000.0,1999.4001,185017.087,69787.4438,200000.0,157189.275,200000.0,192434.549,1999.21141,200000.069,82996.18,200000.0,173346.554,200000.0,200000.0,200001.222,187153.575,200000.0
0.823860911,1999.19262,41693.9701,76248.4667,134730.222,171364.645,200000.0,200000.0,1999.4001,185017.087,69017.4764,200000.0,157017.063,200000.0,192434.549,1999.21176,200000.069,82503.3653,200000.0,173346.554,200000.0,200000.0,200001.21,187535.829,200000.0
0.825860911,1999.19333,41122.8047,75231.736,134396.63,171158.994,200000.0,200000.0,1999.4001,185017.087,68259.7342,200000.0,156851.625,200000.0,192434.549,1999.2121,200000.069,82016.9385,200000.0,173346.554,200000.0,200000.0,200001.158,187912.313,200000.0
0.827860911,1999.19402,40566.3207,74230.1574,134072.673,170960.343,200000.0,200000.0,1999.4001,185017.087,67514.388,200000.0,156693.065,200000.0,192434.549,1999.21244,200000.069,81537.0737,200000.0,173346.554,200000.0,200000.0,200001.212,188282.813,200000.0
0.829860911,1999.19469,40024.4556,73244.0202,133758.457,170768.838,200000.0,200000.0,1999.4001,185017.087,66781.6027,200000.0,156541.483,200000.0,192434.549,1999.21277,200000.069,81063.9539,200000.0,173346.554,200000.0,200000.0,200001.172,188647.129,200000.0
0.831860911,1999.19535,39497.1392,72273.6188,133454.082,170584.627,200000.0,200000.0,1999.4001,185017.087,66061.5373,200000.0,156396.976,200000.0,192434.549,1999.2131,200000.069,80597.7569,200000.0,173346.554,200000.0,200000.0,200001.202,189005.057,200000.0
0.833860911,1999.19599,38984.3012,71319.2394,133159.644,170407.854,200000.0,200000.0,1999.4001,185017.087,65354.3474,200000.0,156259.637,200000.0,192434.549,1999.21342,200000.069,80138.6591,200000.0,173346.554,200000.0,200000.0,200001.202,189356.395,200000.0
0.835860911,1999.19662,38485.8694,70381.138,132875.233,170238.651,200000.0,200000.0,1999.4001,185017.087,64660.1826,200000.0,156129.555,200000.0,192434.549,1999.21374,200000.069,79686.8409,200000.0,173346.554,200000.0,200000.0,200001.189,189700.951,200000.0
0.836110911,1999.19669,38424.6853,70265.1644,132840.469,170218.1,200000.0,200000.0,1999.4001,185017.087,64574.4362,200000.0,156113.866,200000.0,192434.549,1999.21378,200000.069,79630.9393,200000.0,173346.554,200000.0,200000.0,200001.005,189743.479,200000.0
0.836610911,1999.19685,38302.764,70033.7364,132771.258,170177.241,200000.0,200000.0,1999.4001,185017.087,64403.3559,200000.0,156082.719,200000.0,192434.549,1999.21386,200000.069,79519.3702,200000.0,173346.554,200000.0,200000.0,200000.82,189828.316,200000.0
0.837610911,1999.19715,38061.5992,69574.0079,132634.739,170096.98,200000.0,200000.0,1999.4001,185017.087,64063.6777,200000.0,156021.809,200000.0,192434.549,1999.21402,200000.069,79297.6453,200000.0,173346.554,200000.0,200000.0,200000.819,189996.661,200000.0
0.839610911,1999.19775,37589.9493,68667.1615,132369.351,169942.344,200000.0,200000.0,1999.4001,185017.087,63394.3164,200000.0,155905.568,200000.0,192434.549,1999.21433,200000.069,78859.9344,200000.0,173346.554,200000.0,200000.0,200000.818,190327.954,200000.0
0.841610911,1999.19833,37132.4735,67777.3105,132114.219,169795.647,200000.0,200000.0,1999.40011,185017.087,62738.3816,200000.0,155796.828,200000.0,192434.549,1999.21464,200000.069,78430.0038,200000.0,173346.554,200000.0,200000.0,200000.817,190651.904,200000.0
0.843610911,1999.1989,36689.0793,66904.6925,131869.411,169657.014,200000.0,200000.0,1999.40011,185017.087,62096.0004,200000.0,155695.664,200000.0,192434.549,1999.21495,200000.069,78008.022,200000.0,173346.554,200000.0,200000.0,200000.816,190968.318,200000.0
0.845610911,1999.19946,36259.6781,66049.519,131634.99,169526.557,200000.0,200000.0,1999.40011,185017.087,61467.2965,200000.0,155602.152,200000.0,192434.549,1999.21525,200000.069,77594.1604,200000.0,173346.554,200000.0,200000.0,200000.815,191277.009,200000.0
0.847610911,1999.20001,35844.1797,65211.989,131411.015,169404.382,200000.0,200000.0,1999.40011,185017.087,60852.3878,200000.0,155516.362,200000.0,192434.549,1999.21555,200000.069,77188.5894,200000.0,173346.554,200000.0,200000.0,200000.814,191577.794,200000.0
0.849610911,1999.20055,35442.4923,64392.289,131197.539,169290.593,200000.0,200000.0,1999.40011,185017.087,60251.3874,200000.0,155438.361,200000.0,192434.549,1999.21584,200000.069,76791.4783,200000.0,173346.554,200000.0,200000.0,200000.813,191870.494,200000.0
0.851610911,1999.20107,35054.523,63590.5929,130994.608,169185.284,200000.0,200000.0,1999.40011,185017.087,59664.403,200000.0,155368.214,200000.0,192434.549,1999.21614,200000.069,76402.9949,200000.0,173346.554,200000.0,200000.0,200000.812,192154.932,200000.0
0.853610911,1999.20159,34680.1778,62807.0621,130802.265,169088.547,200000.0,200000.0,1999.40011,185017.087,59091.5369,200000.0,155305.981,200000.0,192434.549,1999.21642,200000.069,76023.306,200000.0,173346.554,200000.0,200000.0,200000.811,192430.935,200000.0
0.855610911,1999.20209,34319.3625,62041.8456,130620.549,169000.467,200000.0,200000.0,1999.40011,185017.087,58532.8867,200000.0,155251.72,200000.0,192434.549,1999.21671,200000.069,75652.5769,200000.0,173346.554,200000.0,200000.0,200000.811,192698.334,200000.0
0.857610911,1999.20258,33971.9822,61295.0803,130449.491,168921.125,200000.0,200000.0,1999.40011,185017.087,57988.5446,200000.0,155205.487,200000.0,192434.549,1999.21699,200000.069,75290.9717,200000.0,173346.554,200000.0,200000.0,200000.81,192956.963,200000.0
0.859610911,1999.20307,33637.9422,60566.8908,130289.121,168850.595,200000.0,200000.0,1999.40011,185017.087,57458.5981,200000.0,155167.331,200000.0,192434.549,1999.21727,200000.069,74938.6529,200000.0,173346.554,200000.0,200000.0,200000.809,193206.659,200000.0
0.861610911,1999.20355,33317.148,59857.3902,130139.462,168788.947,200000.0,200000.0,1999.40011,185017.087,56943.1296,200000.0,155137.302,200000.0,192434.549,1999.21755,200000.069,74595.7814,200000.0,173346.554,200000.0,200000.0,200000.808,193447.264,200000.0
0.863610911,1999.20401,33009.5057,59166.6797,130000.534,168736.245,200000.0,200000.0,1999.40011,185017.087,56442.2169,200000.0,155115.445,200000.0,192434.549,1999.21782,200000.069,74262.5166,200000.0,173346.554,200000.0,200000.0,200000.808,193678.623,200000.0
0.865610911,1999.20447,32714.922,58494.8493,129872.352,168692.55,200000.0,200000.0,1999.40011,185017.087,55955.9332,200000.0,155101.802,200000.0,192434.549,1999.21809,200000.069,73939.0165,200000.0,173346.554,200000.0,200000.0,200000.807,193900.585,200000.0
0.867610911,1999.20493,32433.305,57841.978,129754.926,168657.917,200000.0,200000.0,1999.40011,185017.087,55484.347,200000.0,155096.414,200000.0,192434.549,1999.21836,200000.069,73625.437,200000.0,173346.554,200000.0,200000.0,200000.806,194113.002,200000.0
0.869610911,1999.20537,32164.5639,57208.1341,129648.265,168632.395,200000.0,200000.0,1999.40011,185017.087,55027.5226,200000.0,155099.317,200000.0,192434.549,1999.21862,200000.069,73321.9325,200000.0,173346.554,200000.0,200000.0,200000.805,194315.731,200000.0
0.871610911,1999.20581,31908.6094,56593.3755,129552.371,168616.028,200000.0,200000.0,1999.40011,185017.087,54585.5209,200000.0,155102.846,200000.0,192434.549,1999.21889,200000.069,73028.6558,200000.0,173346.554,200000.0,200000.0,200000.805,194508.633,200000.0
0.873610911,1999.20624,31665.3535,55997.7505,129467.241,168608.852,200000.0,200000.0,1999.40011,185017.087,54158.4004,200000.0,155102.846,200000.0,192434.549,1999.21915,200000.069,72745.7584,200000.0,173346.554,200000.0,200000.0,200000.804,194691.578,200000.0
0.875610911,1999.20666,31434.7107,55421.2978,129392.868,168610.9,200000.0,200000.0,1999.40011,185017.087,53746.2152,200000.0,155102.846,200000.0,192434.549,1999.2194,200000.069,72473.3895,200000.0,173346.554,200000.0,200000.0,200000.804,194864.438,200000.0
0.877610911,1999.20707,31216.5974,54864.0477,129329.242,168614.234,200000.0,200000.0,1999.40011,185017.087,53349.0156,200000.0,155102.846,200000.0,192434.549,1999.21966,200000.069,72211.6967,200000.0,173346.554,200000.0,200000.0,200000.803,195027.088,200000.0
0.879610911,1999.20748,31010.9325,54326.0232,129276.343,168614.234,200000.0,200000.0,1999.40011,185017.087,52966.8484,200000.0,155102.846,200000.0,192434.549,1999.21991,200000.069,71960.8253,200000.0,173346.554,200000.0,200000.0,200000.802,195179.409,200000.0
0.881610911,1999.20788,30817.6376,53807.2389,129234.149,168614.234,200000.0,200000.0,1999.40011,185017.087,52599.7567,200000.0,155102.846,200000.0,192434.549,1999.22016,200000.069,71720.9188,200000.0,173346.554,200000.0,200000.0,200000.802,195321.285,200000.0
0.883610911,1999.20828,30636.6378,53307.7014,129202.637,168614.234,200000.0,200000.0,1999.40011,185017.087,52247.7806,200000.0,155102.846,200000.0,192434.549,1999.22041,200000.069,71492.1184,200000.0,173346.554,200000.0,200000.0,200000.801,195452.604,200000.0
0.885610911,1999.20867,30467.8614,52827.4096,129181.784,168614.234,200000.0,200000.0,1999.40011,185017.087,51910.9569,200000.0,155102.846,200000.0,192434.549,1999.22065,200000.069,71274.5636,200000.0,173346.554,200000.0,200000.0,200000.801,195573.257,200000.0
0.887610911,1999.20906,30311.2406,52366.3557,129171.564,168614.234,200000.0,200000.0,1999.40011,185017.087,51589.3198,200000.0,155102.846,200000.0,192434.549,1999.22089,200000.069,71068.3914,200000.0,173346.554,200000.0,200000.0,200000.8,195683.139,200000.0
0.889610911,1999.20943,30166.7112,51924.5255,129171.951,168614.234,200000.0,200000.0,1999.40011,185017.087,51282.9005,200000.0,155102.846,200000.0,192434.549,1999.22113,200000.069,70873.7369,200000.0,173346.554,200000.0,200000.0,200000.799,195782.147,200000.0
0.891610911,1999.20981,30034.2126,51501.9004,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,50991.7287,200000.0,155102.846,200000.0,192434.549,1999.22137,200000.069,70690.7332,200000.0,173346.554,200000.0,200000.0,200000.799,195870.183,200000.0
0.893610911,1999.21018,29913.6876,51098.459,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,50715.8324,200000.0,155102.846,200000.0,192434.549,1999.22161,200000.069,70519.5113,200000.0,173346.554,200000.0,200000.0,200000.798,195947.158,200000.0
0.895610911,1999.21054,29805.0831,50714.1751,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,50455.2377,200000.0,155102.846,200000.0,192434.549,1999.22184,200000.069,70360.2002,200000.0,173346.554,200000.0,200000.0,200000.798,196012.983,200000.0
0.897610911,1999.2109,29708.3514,50349.0172,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,50209.9689,200000.0,155102.846,200000.0,192434.549,1999.22207,200000.069,70212.9267,200000.0,173346.554,200000.0,200000.0,200000.797,196067.572,200000.0
0.899610911,1999.21125,29623.4494,50002.9502,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,49980.0487,200000.0,155102.846,200000.0,192434.549,1999.2223,200000.069,70077.8151,200000.0,173346.554,200000.0,200000.0,200000.797,196110.842,200000.0
0.901610911,1999.2116,29550.339,49675.9355,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,49765.4989,200000.0,155102.846,200000.0,192434.549,1999.22253,200000.069,69954.9881,200000.0,173346.554,200000.0,200000.0,200000.796,196142.713,200000.0
0.903610911,1999.21194,29488.9876,49367.9314,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,49566.3399,200000.0,155102.846,200000.0,192434.549,1999.22276,200000.069,69844.5658,200000.0,173346.554,200000.0,200000.0,200000.796,196163.107,200000.0
0.905610911,1999.21228,29439.3676,49078.894,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,49382.5917,200000.0,155102.846,200000.0,192434.549,1999.22298,200000.069,69746.6662,200000.0,173346.554,200000.0,200000.0,200000.796,196171.948,200000.0
0.907610911,1999.21262,29401.4572,48808.7778,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,49214.2735,200000.0,155102.846,200000.0,192434.549,1999.2232,200000.069,69661.4053,200000.0,173346.554,200000.0,200000.0,200000.795,196169.162,200000.0
0.909610911,1999.21295,29375.2401,48557.5356,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,49061.4041,200000.0,155102.846,200000.0,192434.549,1999.22342,200000.069,69588.8954,200000.0,173346.554,200000.0,200000.0,200000.795,196164.854,200000.0
0.911610911,1999.21327,29360.7063,48325.1197,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,48924.0018,200000.0,155102.846,200000.0,192434.549,1999.22364,200000.069,69529.244,200000.0,173346.554,200000.0,200000.0,200000.794,196164.854,200000.0
0.913610911,1999.21359,29357.8516,48111.4819,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,48802.0851,200000.0,155102.846,200000.0,192434.549,1999.22386,200000.069,69482.5568,200000.0,173346.554,200000.0,200000.0,200000.794,196164.854,200000.0
0.915610911,1999.21391,29359.3439,47916.5545,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,48695.6629,200000.0,155102.846,200000.0,192434.549,1999.22407,200000.069,69448.9325,200000.0,173346.554,200000.0,200000.0,200000.793,196164.854,200000.0
0.917610911,1999.21423,29359.3439,47740.2367,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,48604.728,200000.0,155102.846,200000.0,192434.549,1999.22428,200000.069,69428.4579,200000.0,173346.554,200000.0,200000.0,200000.793,196164.854,200000.0
0.919610911,1999.21454,29359.3439,47582.4224,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,48529.2701,200000.0,155102.846,200000.0,192434.549,1999.2245,200000.069,69421.2156,200000.0,173346.554,200000.0,200000.0,200000.793,196164.854,200000.0
0.921610911,1999.21485,29359.3439,47443.0158,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,48469.2845,200000.0,155102.846,200000.0,192434.549,1999.2247,200000.069,69427.2889,200000.0,173346.554,200000.0,200000.0,200000.792,196164.854,200000.0
0.923610911,1999.21515,29359.3439,47321.924,129174.793,168614.234,200000.0,200000.0,1999.40011,185017.087,48424.7643,200000.0,155102.846,200000.0,192434.549,1999.22491,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.792,196164.854,200000.0
0.925610911,1999.21545,29359.3439,47219.0563,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48395.6982,200000.0,155102.846,200000.0,192434.549,1999.22512,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.791,196164.854,200000.0
0.927610911,1999.21574,29359.3439,47134.3295,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48382.0798,200000.0,155102.846,200000.0,192434.549,1999.22532,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.791,196164.854,200000.0
0.929610911,1999.21604,29359.3439,47067.6695,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48383.9104,200000.0,155102.846,200000.0,192434.549,1999.22553,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.791,196164.854,200000.0
0.931610911,1999.21633,29359.3439,47018.9983,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22573,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.79,196164.854,200000.0
0.933610911,1999.21661,29359.3439,46988.2287,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22593,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.79,196164.854,200000.0
0.935610911,1999.2169,29359.3439,46975.2818,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22612,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.789,196164.854,200000.0
0.937610911,1999.21718,29359.3439,46980.0946,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22632,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.789,196164.854,200000.0
0.939610911,1999.21745,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22652,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.789,196164.854,200000.0
0.941610911,1999.21773,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22671,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.788,196164.854,200000.0
0.943610911,1999.218,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.2269,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.788,196164.854,200000.0
0.945610911,1999.21827,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22709,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.788,196164.854,200000.0
0.947610911,1999.21854,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22728,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.787,196164.854,200000.0
0.949610911,1999.2188,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22747,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.787,196164.854,200000.0
0.951610911,1999.21906,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22766,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.787,196164.854,200000.0
0.953610911,1999.21932,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22784,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.786,196164.854,200000.0
0.955610911,1999.21957,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22803,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.786,196164.854,200000.0
0.957610911,1999.21983,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22821,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.786,196164.854,200000.0
0.959610911,1999.22008,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22839,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.785,196164.854,200000.0
0.961610911,1999.22032,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22857,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.785,196164.854,200000.0
0.963610911,1999.22057,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22875,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.785,196164.854,200000.0
0.965610911,1999.22081,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22893,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.785,196164.854,200000.0
0.967610911,1999.22105,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.2291,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.784,196164.854,200000.0
0.969610911,1999.22129,29359.3439,46986.9336,129174.793,168614.234,200000.0,200000.0,1999.40012,185017.087,48388.6884,200000.0,155102.846,200000.0,192434.549,1999.22928,200000.069,69433.6649,200000.0,173346.554,200000.0,200000.0,200000.784,196164.854,200000.0
